primary_genre,lead_actor,director,production_company,vote_count,popularity,revenue,budget
Comedy,Neil Patrick Harris,Todd Strauss-Schulson,New Line Cinema,335,10.7,35387212,19000000
Comedy,Nia Vardalos,Donald Petrie,Fox Searchlight Pictures,104,7.2,20455276,17000000
Comedy,Nia Vardalos,Joel Zwick,Home Box Office (HBO),686,6.7,368744044,5000000
Comedy,Nicholas D'Agosto,Will Gluck,Screen Gems,194,6.3,18599102,20000000
Comedy,Nick Nolte,Francis Veber,Touchstone Pictures,49,4.0,40590000,15000000
Comedy,Nick Nolte,Matthew Warchus,Fine Line Features,6,3.1,929606,10000000
Comedy,Nick Nolte,Paul Mazursky,Touchstone Pictures,67,10.0,62134225,14000000
Comedy,Nicolas Cage,David Lynch,Samuel Goldwyn,341,8.5,14560247,9500000
Comedy,Nicolas Cage,Francis Ford Coppola,American Zoetrope,138,7.5,41382841,18000000
Comedy,Nicolas Cage,Gore Verbinski,Paramount Pictures,292,8.3,12482775,20000000
Comedy,Nicolas Cage,Joel Coen,Twentieth Century Fox Film Corporation,548,14.0,29180280,6000000
Comedy,Nicolas Cage,Martha Coolidge,Atlantic Entertainment Group,61,8.4,17343596,350000
Comedy,Nicolas Cage,Ridley Scott,Saturn Films,515,5.5,65565672,62000000
Comedy,Nicolas Cage,Robert Bierman,Hemdale Film Corporation,75,3.3,725131,2000000
Comedy,Nicolas Cage,Spike Jonze,Beverly Detroit,649,11.6,32801173,19000000
Comedy,Nicole Grimaudo,Ferzan Ozpetek,Fandango,122,5.6,8220215,7000000
Comedy,Nicole Kidman,Nora Ephron,Columbia Pictures Corporation,463,9.3,131426169,85000000
Comedy,Nicoletta Braschi,Roberto Benigni,Miramax Films,3643,39.4,229400000,20000000
Comedy,Niklas Ulfvarson,Reza Bagher,Happy End Filmproductions AB,17,1.0,28000000,2224000
Comedy,Nivin Pauly,Alphonse Putharen,Anwar Rasheed Entertainment,13,0.8,11000000,6200000
Comedy,Oliver Cooper,Nima Nourizadeh,Silver Pictures,1624,9.8,100000000,12000000
Comedy,Oliver Masucci,David Wnendt,Constantin Film,462,6.7,25513752,3196621
Comedy,Olivia Wilde,David Dobkin,Universal Pictures,753,6.9,75450437,52000000
Comedy,Om Puri,Damien O'Donnell,BBC,60,5.1,28200000,3800000
Comedy,Omar Epps,Rick Famuyiwa,MTV Films,34,4.4,25059640,6000000
Comedy,Orlando Bloom,Cameron Crowe,Paramount Pictures,335,11.8,52034889,57000000
Comedy,Owen Wilson,Bobby Farrelly,New Line Cinema,627,9.1,83160734,36000000
Comedy,Owen Wilson,David Dobkin,New Line Cinema,1406,11.1,285176741,40000000
Comedy,Owen Wilson,David Frankel,Ingenious Media,252,10.3,7448385,41000000
Comedy,Owen Wilson,David Frankel,Sunswept Entertainment,1392,9.7,244082376,60000000
Comedy,Owen Wilson,George Armitage,Shangri-La Entertainment,77,6.5,6808550,50000000
Comedy,Owen Wilson,Shawn Levy,Twentieth Century Fox Film Corporation,1691,0.4,44000000,58000000
Comedy,Pam Grier,Quentin Tarantino,Miramax Films,1580,16.4,39673162,12000000
Comedy,Pamela Anderson,David Zucker,Dimension Films,948,11.1,220673217,48000000
Comedy,Parker Posey,Daisy von Scherler Mayer,Party Productions,14,1.2,472370,150000
Comedy,Parker Posey,Mark Waters,Miramax Films,30,4.0,626057,1500000
Comedy,Parminder Nagra,Gurinder Chadha,Fox Searchlight Pictures,593,6.3,76578641,3500159
Comedy,Patrick Dempsey,Paul Weiland,Columbia Pictures,410,6.4,84601681,40000000
Comedy,Patton Oswalt,Robert D. Siegel,Big Fan Productions,45,5.1,232732,250000
Comedy,Paul Dano,Dan Kwan,A24,839,9.2,4210454,3000000
Comedy,Paul Fenech,Paul Fenech,Unknown,10,1.0,7888102,400000
Comedy,Paul Giamatti,Alexander Payne,Fox Searchlight Pictures,484,12.6,109502303,16000000
Comedy,Paul Giamatti,Richard J. Lewis,Serendipity Point Films,131,7.5,8454301,30000000
Comedy,Paul Gross,Paul Gross,Unknown,8,1.4,4245870,7500000
Comedy,Paul Mercurio,Baz Luhrmann,Beyond Films,83,3.2,33946224,3000000
Comedy,Paul Rudd,David Wain,Relativity Media,402,9.3,24159934,35000000
Comedy,Paul Rudd,Jesse Peretz,The Weinstein Company,369,5.9,17273593,10000000
Comedy,Paul Rudd,John Hamburg,The Montecito Picture Company,531,12.9,91636986,41000000
Comedy,Paul Rudd,Judd Apatow,Apatow Productions,909,11.4,88058786,35000000
Comedy,Paula Patton,David E. Talbert,Sneak Preview Productions,87,5.6,22456509,8500000
Comedy,Paula Patton,Salim Akil,TriStar Pictures,57,2.7,37710610,6600000
Comedy,Pavel Derevyanko,Marius Balchunas,Leopolis,7,0.9,9713500,3000000
Comedy,Penelope Ann Miller,Allan Moyle,Touchstone Pictures,7,1.4,3721911,13000000
Comedy,Penélope Cruz,Jake Paltrow,Destination Films,41,8.0,20380,15000000
Comedy,Penélope Cruz,Pedro Almodóvar,El Deseo,419,6.3,85582407,12899867
Comedy,Peter Liapis,Luca Bercovici,Empire Pictures,58,4.7,35000000,1000000
Comedy,Peter Simonischek,Maren Ade,Sony Pictures Classics,270,9.1,1390172,3537415
Comedy,Phoebe Cates,Ate de Jong,PolyGram Filmed Entertainment,107,7.9,13878334,6788000
Comedy,Pierce Brosnan,Susanne Bier,Zentropa Entertainments,86,4.7,10016934,5500000
Comedy,Piper Perabo,David McNally,Jerry Bruckheimer Films,590,15.7,113916474,45000000
Comedy,Priyanka Chopra,Siddharth Anand,Eros Entertainment,27,1.8,5900000,6400000
Comedy,Pyotr Mamonov,Sergei Loban,Passenger Film Studio,13,0.7,393816,2000000
Comedy,Queen Latifah,Bille Woodruff,Metro-Goldwyn-Mayer (MGM),118,6.8,36351350,25000000
Comedy,Quvenzhané Wallis,Will Gluck,Columbia Pictures,472,13.3,133821816,65000000
Comedy,Rachel McAdams,Roger Michell,Bad Robot,420,10.8,58785180,40000000
Comedy,Rainn Wilson,James Gunn,This Is That Productions,446,8.3,324138,2500000
Comedy,Rainn Wilson,Peter Cattaneo,Fox Atomic,159,9.5,8762890,15000000
Comedy,Ralph Fiennes,Wes Anderson,Fox Searchlight Pictures,4644,14.4,174600318,30000000
Comedy,Ray Liotta,Howard Deutch,Orion Pictures,12,2.5,6375979,18000000
Comedy,Ray Romano,Donald Petrie,Twentieth Century Fox Film Corporation,54,3.8,14000000,30000000
Comedy,Rebecca Hall,Dan Rush,Birdsong Pictures,210,4.8,2614773,5000000
Comedy,Rebel Wilson,Stephan Elliott,Parabolic Pictures,137,6.1,29007412,12468389
Comedy,Reese Witherspoon,Andy Tennant,Touchstone Pictures,408,8.6,180622424,30000000
Comedy,Reese Witherspoon,Charles Herman-Wurmfeld,Type A Films,386,7.3,124914842,45000000
Comedy,Reese Witherspoon,James L. Brooks,Columbia Pictures,229,5.5,48668907,120000000
Comedy,Reese Witherspoon,Mark Waters,DreamWorks SKG,595,8.4,102854431,58000000
Comedy,Reese Witherspoon,Robert Luketic,Marc Platt Productions,908,12.8,141774679,18000000
Comedy,Regina Casé,Andrucha Waddington,Columbia Pictures Corporation,14,1.1,2070806,1900000
Comedy,Renée Zellweger,Beeban Kidron,Miramax Films,775,7.8,40203020,50000000
Comedy,Renée Zellweger,Jonas Elmer,Lionsgate,99,12.4,29010817,8000000
Comedy,Renée Zellweger,Sharon Maguire,Miramax Films,1397,10.8,281929795,25000000
Comedy,Renée Zellweger,Sharon Maguire,Universal Pictures,972,10.8,211952420,35000000
Comedy,Richard Anconina,Thomas Gilou,France 2 Cinéma,98,5.1,29456000,4000000
Comedy,Richard Anconina,Thomas Gilou,Les Films Manuel Munz,98,3.8,40924982,25496629
Comedy,Richard Anconina,Thomas Gilou,TPS Cinéma,81,4.1,42700000,12560000
Comedy,Richard Gere,Lasse Hallström,Miramax Films,60,4.8,11772461,25000000
Comedy,Richard Pryor,Walter Hill,Universal Pictures,144,6.5,45833132,20000000
Comedy,Rick Moranis,Steve Miner,Warner Bros.,16,2.9,2042530,15000000
Comedy,Ricky Gervais,James Bobin,Buena Vista,318,7.2,80383290,50000000
Comedy,Ricky Gervais,Ricky Gervais,Media Rights Capital,523,7.1,31912793,18500000
Comedy,Ritesh Deshmukh,Indra Kumar,Maruti International,8,1.3,47000000,5500000
Comedy,Riz Ahmed,Chris Morris,Film4,428,11.9,4270000,967686
Comedy,Rob Corddry,Steve Pink,Paramount Pictures,360,6.6,12314651,14000000
Comedy,Rob Schneider,Mike Bigelow,Columbia Pictures Corporation,232,5.3,22400154,22000000
Comedy,Rob Schneider,Mike Mitchell,Happy Madison Productions,314,6.6,65535067,17000000
Comedy,Robert Carlyle,Peter Cattaneo,Channel Four Films,372,8.3,257850122,3500000
Comedy,Robert Carradine,Jared Cohn,The Asylum,20,1.9,500000,500000
Comedy,Robert De Niro,Garry Marshall,New Line Cinema,744,6.9,142044638,56000000
Comedy,Robert De Niro,Harold Ramis,Spring Creek Productions,512,7.6,176885658,80000000
Comedy,Robert De Niro,Harold Ramis,Village Roadshow Pictures,385,9.9,55003135,60000000
Comedy,Robert De Niro,Jon Turteltaub,Laurence Mark Productions,813,9.2,134402450,28000000
Comedy,Robert De Niro,Justin Zackham,Millenium Films,421,6.7,21819348,35000000
Comedy,Robert De Niro,Nancy Meyers,Waverly Films,1926,15.7,194564672,35000000
Comedy,Robert De Niro,Paul Weitz,Paramount Pictures,1092,9.7,310650585,100000000
Comedy,Robert De Niro,Peter Segal,Gerber Pictures,437,11.7,44907260,40000000
Comedy,Robert Downey Jr.,Todd Phillips,Legendary Pictures,1737,11.7,211780824,65000000
Comedy,Robert Hays,Jim Abrahams,Paramount Pictures,1104,13.1,83453539,3500000
Comedy,Robert Wuhl,Floyd Mutrux,PolyGram Filmed Entertainment,18,2.6,10000000,2500000
Comedy,Roberto Benigni,Blake Edwards,International Traders,44,3.4,2438031,25000000
Comedy,Roberto Benigni,Roberto Benigni,Miramax Films,144,6.5,41323171,40000000
Comedy,Robin Williams,Barry Levinson,Silver Screen Partners III,658,9.0,123922370,13000000
Comedy,Robin Williams,Barry Levinson,Universal Pictures,129,7.0,41237648,20000000
Comedy,Robin Williams,Barry Sonnenfeld,Columbia Pictures,503,11.5,87528173,50000000
Comedy,Robin Williams,Bobcat Goldthwait,Magnolia Pictures,181,5.4,295750,10000000
Comedy,Robin Williams,Chris Columbus,Laurence Mark Productions,998,9.4,93700000,100000000
Comedy,Robin Williams,Chris Columbus,Twentieth Century Fox Film Corporation,1638,11.2,441286195,25000000
Comedy,Robin Williams,Francis Ford Coppola,American Zoetrope,340,6.3,58620973,45000000
Comedy,Robin Williams,George Roy Hill,Warner Bros.,87,5.0,29712172,17000000
Comedy,Robin Williams,Harold Ramis,Warner Bros.,20,4.1,12308521,15000000
Comedy,Robin Williams,Ken Kwapis,Village Roadshow Pictures,258,7.1,69307224,35000000
Comedy,Robin Williams,Les Mayfield,Walt Disney Pictures,707,7.0,177977226,80000000
Comedy,Robin Williams,Mike Nichols,United Artists,303,6.5,185260553,31000000
Comedy,Robin Williams,Tom Shadyac,Universal Pictures,863,12.5,202292902,50000000
Comedy,Robin Williams,Walt Becker,Walt Disney Pictures,215,9.5,92219310,35000000
Comedy,Rocky McKenzie,Rachel Perkins,Unknown,6,0.3,7,7
Comedy,Romain Duris,Cédric Klapisch,StudioCanal,156,6.4,23727301,13000000
Comedy,Ron Livingston,Mike Judge,Twentieth Century Fox Film Corporation,1068,12.3,12827813,10000000
Comedy,Rose McGowan,Darren Stein,TriStar Pictures,93,7.4,3076820,3000000
Comedy,Rowan Atkinson,Mel Smith,Tiger Aspect Productions,602,12.8,251212670,18000000
Comedy,Rowan Atkinson,Niall Johnson,Summit Entertainment,165,5.7,18564702,169000
Comedy,Russell Brand,Jason Winer,Warner Bros.,270,9.7,45735397,40000000
Comedy,Russell Crowe,Ridley Scott,Fox 2000 Pictures,360,7.8,42064105,35000000
Comedy,Ryan Gosling,Craig Gillespie,Sidney Kimmel Entertainment,517,8.0,11293663,12000000
Comedy,Ryan Gosling,Damien Chazelle,Summit Entertainment,4745,19.7,445435700,30000000
Comedy,Ryan Reynolds,Rob McKittrick,L.I.F.T. Production,241,5.1,18637690,3000000
Comedy,Ryan Reynolds,Walt Becker,Tapestry Films,867,7.7,38275483,5000000
Comedy,Rémy Girard,Denys Arcand,Pyramide Productions,80,4.1,3432342,8000000
Comedy,Sacha Baron Cohen,Larry Charles,Paramount Pictures,1789,7.4,179379533,65000000
Comedy,Sacha Baron Cohen,Larry Charles,Twentieth Century Fox Film Corporation,1617,8.3,261572744,18000000
Comedy,Sally Field,David Seltzer,Columbia Pictures,41,5.8,21032267,15000000
Comedy,Sally Field,Martin Ritt,Columbia Pictures,14,1.5,30867525,13000000
Comedy,Sally Field,Michael Showalter,Red Crown Productions,156,15.0,14444999,1000000
Comedy,Sam Rockwell,Clark Gregg,Fox Searchlight Pictures,128,7.6,3830137,3000000
Comedy,Sam Rockwell,David Gordon Green,Twentieth Century Fox Film Corporation,330,13.1,34942188,25000000
Comedy,Sam Rockwell,George Clooney,Miramax Films,281,9.5,33013805,30000000
Comedy,Samuel Anderson,Nicholas Hytner,DNA Films,66,3.4,13401952,4000000
Comedy,Sanaa Lathan,Rick Famuyiwa,Unknown,31,3.1,27362712,8000000
Comedy,Sandra Bullock,Anne Fletcher,Touchstone Pictures,1858,8.1,317375031,40000000
Comedy,Sandra Bullock,David Gordon Green,Participant Media,196,12.2,7002261,28000000
Comedy,Sandra Bullock,Donald Petrie,Village Roadshow Pictures,987,9.5,212000000,45000000
Comedy,Sandra Bullock,Jon Turteltaub,Caravan Pictures,340,15.8,182057016,17000000
Comedy,Sandra Bullock,Marc Lawrence,Village Roadshow Pictures,505,7.7,93354918,60000000
Comedy,Sandra Bullock,Phil Traill,Dune Entertainment,302,9.3,40105542,15000000
Comedy,Sarah Drew,Jon Erwin,TriStar Pictures,122,6.1,10429707,5000000
Comedy,Sarah Jessica Parker,David Frankel,Hollywood Pictures,7,1.1,5,6
Comedy,Sarah Jessica Parker,Michael Patrick King,New Line Cinema,480,8.2,351800239,82500000
Comedy,Sarah Michelle Gellar,Mark Tarlov,New Regency Pictures,52,6.1,4398989,6000000
Comedy,Sasha Grey,Steven Soderbergh,2929 Productions,83,6.1,1007962,1700000
Comedy,Scarlett Johansson,Shari Springer Berman,The Weinstein Company,335,6.8,47738099,20000000
Comedy,Scarlett Johansson,Woody Allen,BBC Films,435,8.2,31584901,4000000
Comedy,Scott Grimes,Mick Garris,New Line Cinema,91,10.0,3813293,4500000
Comedy,Scott Mechlowicz,Jeff Schaffer,DreamWorks SKG,673,6.3,20796847,25000000
Comedy,Sean Hayes,Bobby Farrelly,Wessler Entertainment,143,13.4,54819301,30000000
Comedy,Sean Maguire,Jason Friedberg,Regency Enterprises,370,6.4,84646831,30000000
Comedy,Sean Penn,Amy Heckerling,Universal Pictures,330,14.7,27092880,4500000
Comedy,Seann William Scott,David Wain,Universal Pictures,575,7.6,92380927,28000000
Comedy,Sergei Bezrukov,Igor Zaytsev,Film Direction,12,0.8,17566040,5000000
Comedy,Seth Green,Fenton Bailey,ContentFilm,60,3.0,742898,5000000
Comedy,Seth Rogen,Anne Fletcher,Paramount Pictures,287,7.5,41863726,40000000
Comedy,Seth Rogen,Judd Apatow,Universal Pictures,1255,9.1,219076518,30000000
Comedy,Seth Rogen,Kevin Smith,Blue Askew,734,6.4,42105111,24000000
Comedy,Seth Rogen,Nicholas Stoller,Universal Pictures,2132,10.9,188457960,26500000
Comedy,Shah Rukh Khan,Aditya Chopra,Yash Raj Films,661,34.5,100000000,13200000
Comedy,Shah Rukh Khan,Farah Khan,Red Chillies Entertainment,85,4.4,37707444,9100000
Comedy,Shahid Kapoor,Parmeet Sethi,Yash Raj Films,17,1.5,8500000,6250000
Comedy,Shawn Wayans,Keenen Ivory Wayans,Columbia Pictures,704,7.7,113086475,37000000
Comedy,Shirley MacLaine,Richard Benjamin,TriStar Pictures,26,9.2,10070000,25000000
Comedy,Sihung Lung,Ang Lee,Ang Lee Productions,9,1.6,152322,400000
Comedy,Simon Pegg,David Schwimmer,Entertainment Films,241,11.8,33000000,10000000
Comedy,Simon Pegg,Edgar Wright,Universal Pictures,1820,9.8,46089287,20000000
Comedy,Simon Pegg,John Landis,Ealing Studios,151,7.8,4349187,10000000
Comedy,Simon Rex,Malcolm D. Lee,Dimension Films,813,14.3,78378744,20000000
Comedy,Sinbad,Randall Miller,Caravan Pictures,17,2.7,26325256,10500000
Comedy,Skeet Ulrich,Jim Wilson,Ten Furlongs,19,2.7,1064454,10000000
Comedy,Steve Buscemi,Hue Rhodes,Unknown,18,2.9,111731,3800000
Comedy,Steve Carell,Don Scardino,New Line Cinema,732,9.4,27437881,30000000
Comedy,Steve Carell,Glenn Ficarra,Warner Bros.,2522,10.2,142851197,50000000
Comedy,Steve Carell,Jay Roach,Paramount Pictures,542,11.6,86387857,69000000
Comedy,Steve Carell,Judd Apatow,Universal Pictures,2020,11.5,109449237,26000000
Comedy,Steve Carell,Lorene Scafaria,Mandate Pictures,713,6.9,9636289,10000000
Comedy,Steve Carell,Peter Hedges,Touchstone Pictures,363,8.9,68377859,25000000
Comedy,Steve Coogan,Declan Lowney,BBC Films,184,10.1,9800000,4000000
Comedy,Steve Guttenberg,Hugh Wilson,Warner Bros.,614,8.4,146198896,4500000
Comedy,Steve Martin,Adam Shankman,Hyde Park Films,191,5.8,132675402,20000000
Comedy,Steve Martin,Adam Shankman,Twentieth Century Fox Film Corporation,542,7.1,129181830,60000000
Comedy,Steve Martin,Anand Tucker,Epsilon Motion Pictures,80,4.3,11588205,10284523
Comedy,Steve Martin,Jessie Nelson,Imagine Entertainment,169,5.7,42426912,17000000
Comedy,Steve Martin,Sam Weisman,Paramount Pictures,46,9.0,29000000,75000000
Comedy,Steve Martin,Shawn Levy,Twentieth Century Fox Film Corporation,725,7.4,190212113,40000000
Comedy,Steve Zahn,Mark Illsley,Miramax Films,39,2.9,1943649,1700000
Comedy,Susan Buice,Susan Buice,Unknown,10,0.6,245000,250000
Comedy,Susan Sarandon,Lorene Scafaria,Unknown,89,5.5,4267218,3200000
Comedy,Susan Sarandon,Tim Blake Nelson,Nu Image Films,143,10.0,985117,9000000
Comedy,Svetlana Khodchenkova,Kirill Kozlov,Enjoy Movies,5,0.5,4803665,2000000
Comedy,Sylvester Stallone,Bob Clark,Twentieth Century Fox Film Corporation,33,5.4,21435321,28000000
Comedy,T.J. Miller,Anthony Leondis,Columbia Pictures,327,33.7,66913939,50000000
Comedy,Tang Wei,Xue Xiaolu,Unknown,42,2.3,81350000,4881000
Comedy,Taron Egerton,Dexter Fletcher,Studio Babelsberg,682,7.5,46152411,23000000
Comedy,Ted Danson,Joel Schumacher,Paramount Pictures,14,7.6,22030000,13000000
Comedy,Terrence Howard,Malcolm D. Lee,Universal,110,6.1,71625195,17000000
Comedy,Theresa Randle,Spike Lee,Fox Searchlight Pictures,17,4.4,4939939,12000000
Comedy,Thierry Lhermitte,Francis Veber,Gaumont,408,6.1,78599508,12500000
Comedy,Thomas F. Duffy,Quentin Dupieux,Canal+,252,5.3,98017,500000
Comedy,Til Schweiger,Til Schweiger,barefoot films,103,5.2,43000000,5650000
Comedy,Tim Allen,Brian Robbins,Walt Disney Pictures,138,4.9,61112916,50000000
Comedy,Tim Allen,Bryan Spicer,Universal Pictures,43,8.4,31611225,35000000
Comedy,Tim Allen,Dean Parisot,DreamWorks SKG,722,15.8,90683916,45000000
Comedy,Tim Allen,Michael Lembeck,Walt Disney Pictures,241,6.8,84500122,12000000
Comedy,Tim Meadows,Reginald Hudlin,SNL Studios,35,3.8,13700000,24000000
Comedy,Tim Robbins,Robert Altman,Fine Line Features,169,6.2,21706101,8000000
Comedy,Tina Fey,Jason Moore,Little Stranger,593,13.8,105011053,30000000
Comedy,Tina Fey,Michael McCullers,Relativity Media,205,10.9,63833449,30000000
Comedy,Tina Fey,Paul Weitz,Focus Features,307,10.1,18000000,13000000
Comedy,Tina Fey,Shawn Levy,Twentieth Century Fox Film Corporation,1148,8.4,152263880,55000000
Comedy,Tom Berenger,David S. Ward,Paramount Pictures,222,5.3,49797148,11000000
Comedy,Tom Cruise,Cameron Crowe,Gracie Films,941,11.8,273552592,50000000
Comedy,Tom Cruise,Curtis Hanson,Tijuana Productions,31,3.1,1246141,7000000
Comedy,Tom Cruise,Paul Brickman,"Geffen Company, The",340,6.5,63541777,6200000
Comedy,Tom Hanks,Brian De Palma,Warner Bros.,113,5.5,15691192,47000000
Comedy,Tom Hanks,Joe Dante,Imagine Entertainment,312,7.9,36602000,18000000
Comedy,Tom Hanks,Mike Nichols,Universal Pictures,342,10.0,119000410,75000000
Comedy,Tom Hanks,Neal Israel,Bachelor Party Productions,156,5.5,38435947,6000000
Comedy,Tom Hanks,Nora Ephron,TriStar Pictures,630,10.2,227799884,21000000
Comedy,Tom Hanks,Nora Ephron,Warner Bros.,859,10.2,250821495,65000000
Comedy,Tom Hanks,Penny Marshall,Columbia Pictures Corporation,362,10.9,107458785,40000000
Comedy,Tom Hanks,Richard Benjamin,Universal Pictures,288,7.1,54999651,10000000
Comedy,Tom Hanks,Robert Zemeckis,Paramount Pictures,8147,48.3,677945399,55000000
Comedy,Tom Hanks,Ron Howard,Touchstone Pictures,328,8.4,69821334,8000000
Comedy,Tom Hanks,Steven Spielberg,DreamWorks SKG,1974,14.1,219417255,60000000
Comedy,Tom Hanks,Tom Hanks,Universal Pictures,369,10.8,36160375,30000000
Comedy,Tom Hanks,Tom Tykwer,X-Filme Creative Pool,347,9.1,4212494,30000000
Comedy,Tom Schilling,Jan Ole Gerster,Schiwago Film,113,7.9,2750275,300000
Comedy,Toni Servillo,Paolo Sorrentino,France 2 Cinéma,745,8.2,8371085,12400000
Comedy,Topher Grace,Michael Dowse,Imagine Entertainment,215,8.1,6928068,19000000
Comedy,Tori Spelling,Jim Fall,Fine Line Features,24,2.5,2049595,450000
Comedy,Tracey Ullman,John Waters,Fine Line Features,65,7.7,1914166,15000000
Comedy,Tye Sheridan,Christopher B. Landon,Paramount Pictures,526,20.7,14860766,15000000
Comedy,Tyler Perry,Tyler Perry,Lions Gate Films,38,2.4,56156983,20000000
Comedy,Unknown,Unknown,Unknown,3,0.3,435000,1400000
Comedy,Val Kilmer,Jerry Zucker,Paramount Pictures,241,6.0,20458340,9000000
Comedy,Vanessa Hudgens,Todd Graff,Summit Entertainment,129,5.8,5210988,20000000
Comedy,Vanessa Redgrave,Anthony Byrne,Unknown,13,1.1,706000,9000000
Comedy,Vera Brezhneva,Marius Balchunas,Unknown,14,1.0,9112193,3500000
Comedy,Victoria Justice,Josh Schwartz,Paramount Pictures,139,6.9,11417362,14000000
Comedy,Vijay Sethupathi,Nalan Kumarasamy,Studio Green,11,1.2,12000000,310000
Comedy,Vince Vaughn,Ken Scott,DreamWorks SKG,561,13.5,51164106,26000000
Comedy,Vince Vaughn,Ken Scott,Studio Babelsberg,322,10.2,14431253,35000000
Comedy,Vince Vaughn,Peter Billingsley,Universal Pictures,601,15.2,171844840,70000000
Comedy,Vince Vaughn,Rawson Marshall Thurber,Twentieth Century Fox Film Corporation,1009,12.0,167722310,20000000
Comedy,Vince Vaughn,Seth Gordon,New Line Cinema,337,7.2,163733697,80000000
Comedy,Vincent Price,Jeff Burr,Conquest Productions,15,1.4,1400000,1100000
Comedy,Wang Baoqiang,Xu Zheng,Enlight Pictures,28,1.8,208000000,2200000
Comedy,Warren Beatty,Peter Chelsom,New Line Cinema,18,1.9,10372291,90000000
Comedy,Warren Beatty,Warren Beatty,Shangri-La Entertainment,103,8.2,3885342,25000000
Comedy,Warren Beatty,Warren Beatty,Twentieth Century Fox Film Corporation,66,3.4,29202884,30000000
Comedy,Warwick Davis,Mark Jones,Trimark Pictures,120,9.1,8556940,900000
Comedy,Warwick Davis,Rodman Flender,Planet Productions,51,3.4,2260622,2000000
Comedy,Whitney Houston,Forest Whitaker,Twentieth Century Fox Film Corporation,34,3.9,81452156,16000000
Comedy,Whoopi Goldberg,Herbert Ross,Regency Enterprises,48,3.0,23450000,21000000
Comedy,Will Ferrell,Adam McKay,Apatow Productions,1523,10.3,90574188,26000000
Comedy,Will Ferrell,Adam McKay,Columbia Pictures,790,7.8,145536910,68750000
Comedy,Will Ferrell,Adam McKay,Paramount Pictures,940,7.6,173649015,50000000
Comedy,Will Ferrell,Etan Cohen,Gary Sanchez Productions,961,8.2,111811453,40000000
Comedy,Will Ferrell,John Fortenberry,Paramount Pictures,202,12.5,30331165,17000000
Comedy,Will Ferrell,Jon Favreau,New Line Cinema,1007,8.8,173398518,32000000
Comedy,Will Ferrell,Marc Forster,Mandate Pictures,743,10.8,53653224,30000000
Comedy,Will Ferrell,Sean Anders,Paramount Pictures,870,8.0,242786137,50000000
Comedy,Will Smith,Andy Tennant,Columbia Pictures Corporation,1721,13.4,368100420,70000000
Comedy,Willem Dafoe,Abel Ferrara,Surreel,14,4.4,907456,4000000
Comedy,William H. Macy,Henry Bromell,Unknown,27,7.6,779137,1000000
Comedy,William Hurt,James L. Brooks,Gracie Films,101,8.6,51249404,20000000
Comedy,Winona Ryder,Jim Jarmusch,Channel Four Films,165,8.3,2015810,3500000
Comedy,Woody Allen,Paul Mazursky,Touchstone Pictures,22,1.7,9563393,3000000
Comedy,Woody Allen,Woody Allen,Fine Line Features,188,6.3,10686841,20000000
Comedy,Woody Allen,Woody Allen,Miramax Films,145,15.9,6700000,15000000
Comedy,Woody Allen,Woody Allen,Orion Pictures,212,8.1,29169372,12700000
Comedy,Woody Allen,Woody Allen,Orion Pictures Corporation,104,5.9,10600497,8000000
Comedy,Woody Allen,Woody Allen,TriStar Pictures,169,8.9,11285588,13500000
Comedy,Woody Allen,Woody Allen,United Artists,96,5.7,10389003,10000000
Comedy,Woody Harrelson,Bobby Farrelly,Motion Picture Corporation of America,248,11.6,25023434,27000000
Comedy,Yuliya Vysotskaya,Andrei Konchalovsky,Unknown,6,0.9,4684165,2500000
Comedy,Yılmaz Erdoğan,Yılmaz Erdoğan,Besiktas Kültür Merkezi (BKM),9,0.8,13954476,3000000
Comedy,Zac Efron,Burr Steers,New Line Cinema,1388,11.4,136267476,20000000
Comedy,Zac Efron,Dan Mazer,Lionsgate,1429,16.3,94073028,11500000
Comedy,Zac Efron,Jake Szymanski,Twentieth Century Fox Film Corporation,901,12.2,77068246,33000000
Comedy,Zac Efron,Richard Linklater,Isle of Man Film,50,3.6,2336172,25000000
Comedy,Zac Efron,Tom Gormican,Treehouse Pictures,1020,8.1,26049082,8000000
Comedy,Zach Braff,Zach Braff,Fox Searchlight Pictures,631,11.6,26781723,2500000
Comedy,Zach Galligan,Joe Dante,Amblin Entertainment,664,14.4,41482207,50000000
Comedy,Zachary Gordon,David Bowers,Fox 2000 Pictures,229,10.2,77112176,22000000
Comedy,Zachary Gordon,Thor Freudenthal,Dune Entertainment,369,12.1,75700498,15000000
Comedy,Zachary Levi,Betty Thomas,Regency Enterprises,688,9.9,443140005,75000000
Comedy,Zoe Saldana,Neil LaBute,Parabolic Pictures,248,10.9,49050886,21000000
Comedy,Zooey Deschanel,Adam Rapp,Yari Film Group,28,4.5,113783,3500000
Comedy,Şahan Gökbakar,Togan Gökbakar,Unknown,21,1.6,5330000,500000
Comedy,Гордан Кичић,Dejan Zečević,Zillion Films,4,0.2,286000,200000
Crime,Akshay Kumar,Neeraj Pandey,Friday Filmworks,43,2.8,18000000,7100000
Crime,Al Pacino,Christopher Nolan,Section Eight,1181,11.4,113714830,46000000
Crime,Al Pacino,Francis Ford Coppola,Paramount Pictures,1589,17.2,136766062,54000000
Crime,Al Pacino,James Foley,New Line Cinema,330,6.8,10725228,12500000
