primary_genre,lead_actor,director,production_company,vote_count,popularity,revenue,budget
Action,50 Cent,Mike Gunther,Grindstone Entertainment Group,150,4.9,2128186,20000000
Action,Aamir Khan,Vijay Krishna Acharya,Yash Raj Films,86,5.3,91000000,19500000
Action,Aaron Eckhart,Jon Amiel,Paramount Pictures,531,11.7,74208267,60000000
Action,Aaron Eckhart,Jonathan Liebesman,Columbia Pictures,1462,6.8,202466756,70000000
Action,Aaron Paul,Scott Waugh,DreamWorks SKG,1560,18.3,203277636,66000000
Action,Aaron Taylor-Johnson,Gareth Edwards,Toho Company,3232,14.0,529076069,160000000
Action,Aaron Taylor-Johnson,Jeff Wadlow,Universal Pictures,2275,13.6,60700000,28000000
Action,Aaron Taylor-Johnson,Matthew Vaughn,Lionsgate,4747,17.3,96188903,28000000
Action,Abhishek Bachchan,Goldie Behl,Unknown,5,0.8,3250000,15000000
Action,Abhishek Bachchan,Mani Ratnam,Madras Talkies,15,1.2,4200000,4500000
Action,Abhishek Bachchan,Sanjay Gadhvi,Yash Raj Films,53,3.1,12000000,1500000
Action,Adam Sandler,Chris Columbus,Columbia Pictures,2564,21.1,243637091,88000000
Action,Ajith Kumar,A.R. Murugadoss,Vijayam Cine Combines,5,0.3,500000,500000
Action,Ajith Kumar,K. S. Ravikumar,Nic Arts,5,0.5,500000,500000
Action,Ajith Kumar,Siva,Vijaya Productions,11,1.9,19000000,5900000
Action,Ajith Kumar,Vasanth,Unknown,2,0.4,500000,500000
Action,Ajith Kumar,Venkat Prabhu,Sun Pictures,14,1.1,28000000,6100000
Action,Ajith Kumar,Vishnuvardhan,Sri Sathya Sai Movies,8,0.9,21000000,9200000
Action,Akira Terao,Akira Kurosawa,Nippon Herald Films,349,12.3,4069653,11500000
Action,Akshay Kumar,Anees Bazmee,Reliance Entertainment,22,1.4,25000000,14000000
Action,Akshay Kumar,Nikhil Advani,Warner Bros.,13,2.0,9400000,10500000
Action,Akshay Kumar,Prabhu Deva,SLB Films Pvt. Ltd.,24,1.3,31000000,6700000
Action,Al Pacino,Brian De Palma,Universal Pictures,1911,10.0,51200358,27500000
Action,Al Pacino,Michael Mann,Regency Enterprises,1886,17.9,187436818,60000000
Action,Alec Baldwin,John McTiernan,Paramount Pictures,971,15.9,199200000,30000000
Action,Alex Pettyfer,D.J. Caruso,DreamWorks SKG,1606,9.4,144492830,50000000
Action,Alexa PenaVega,Robert Rodriguez,Dimension Films,893,9.6,147934180,35000000
Action,Alexander Skarsgård,David Yates,Village Roadshow Pictures,2488,45.4,356743061,180000000
Action,Amber Valletta,Brian Levant,Robert Simonds Productions,351,6.7,45236543,28000000
Action,Amitabh Bachchan,Apoorva Lakhia,White Feather Films,15,1.4,12000000,11000000
Action,Amy Jo Johnson,Bryan Spicer,Twentieth Century Fox Film Corporation,153,7.0,66000000,15000000
Action,Amy Schumer,Jonathan Levine,Twentieth Century Fox Film Corporation,207,11.2,60845711,42000000
Action,Andrei Panin,Aleksei Sidorov,Unknown,13,0.8,8262833,3500000
Action,Andrew Dice Clay,Renny Harlin,Twentieth Century Fox Film Corporation,72,3.8,20423389,49000000
Action,Andrew Garfield,Marc Webb,Columbia Pictures,5504,28.7,728966644,207500000
Action,Andy Lau,Benny Chan,Emperor Motion Pictures,102,5.3,33662874,29000000
Action,Andy Lau,Tsui Hark,Huayi Brothers,101,7.2,51723285,13000000
Action,Andy McAvin,Shinji Aramaki,Microsoft,25,1.7,1000000,100000
Action,Anessa Ramsey,David Bruckner,Unknown,85,11.3,249905,50000
Action,Angelina Jolie,D.J. Caruso,Village Roadshow Pictures,356,7.9,65470529,45000000
Action,Angelina Jolie,Doug Liman,Weed Road Pictures,3048,15.7,478207520,110000000
Action,Angelina Jolie,Jan de Bont,Paramount Pictures,1443,13.1,156505388,95000000
Action,Angelina Jolie,Phillip Noyce,Columbia Pictures,2125,8.7,293329073,110000000
Action,Angelina Jolie,Timur Bekmambetov,Universal Pictures,2583,12.5,258270008,75000000
Action,Ansel Elgort,Edgar Wright,Big Talk Productions,2083,228.0,224511319,34000000
Action,Anthony Hopkins,Joel Schumacher,Jerry Bruckheimer Films,232,9.5,65977295,70000000
Action,Anthony Mackie,Preston A. Whitmore II,360 Pictures,10,0.9,7000000,5800000
Action,Antonio Banderas,Martin Campbell,Amblin Entertainment,1060,10.1,196344294,85000000
Action,Antonio Banderas,Robert Rodriguez,Columbia Pictures Corporation,605,8.8,98185582,29000000
Action,Antonio Banderas,Robert Rodriguez,Dimension Films,529,7.6,158367670,38000000
Action,Antonio Banderas,Wych Kaosayananda,Epsilon Motion Pictures,99,9.1,19924033,70000000
Action,Anupam Kher,Neeraj Pandey,UTV Motion Pictures,61,3.1,3500000,1400000
Action,Arnold Schwarzenegger,Andrew Davis,David Foster Productions,431,10.2,78382433,85000000
Action,Arnold Schwarzenegger,Chuck Russell,Kopelson Entertainment,553,6.9,242295562,100000000
Action,Arnold Schwarzenegger,David Ayer,Open Road Films,560,7.0,17508518,35000000
Action,Arnold Schwarzenegger,James Cameron,Lightstorm Entertainment,4274,22.7,520000000,100000000
Action,Arnold Schwarzenegger,James Cameron,Orion Pictures,4208,19.3,78371200,6400000
Action,Arnold Schwarzenegger,James Cameron,Twentieth Century Fox Film Corporation,1138,11.4,378882411,115000000
Action,Arnold Schwarzenegger,John Irvin,De Laurentiis Entertainment Group (DEG),159,9.3,16209459,8500000
Action,Arnold Schwarzenegger,Jonathan Mostow,Columbia Pictures,2177,20.8,435000000,200000000
Action,Arnold Schwarzenegger,Mark L. Lester,Twentieth Century Fox Film Corporation,753,10.2,57500000,10000000
Action,Arnold Schwarzenegger,Paul Michael Glaser,Keith Barish Productions,713,9.4,38122105,27000000
Action,Arnold Schwarzenegger,Paul Verhoeven,TriStar Pictures,1745,13.0,261317921,65000000
Action,Arnold Schwarzenegger,Peter Hyams,Beacon Communications,488,9.6,211989043,100000000
Action,Arnold Schwarzenegger,Walter Hill,TriStar Pictures,360,14.3,34994648,29000000
Action,Ashley Judd,Philip Kaufman,Paramount Pictures,127,5.4,25195000,50000000
Action,Bai Baihe,Raman Hui,Edko Films,81,5.4,385284817,40000000
Action,Ben Affleck,John Woo,Paramount Pictures,594,12.6,96269812,60000000
Action,Ben Affleck,Roger Michell,Paramount Pictures,306,7.8,94935764,45000000
Action,Ben Affleck,Zack Snyder,DC Comics,7189,31.4,873260194,250000000
Action,Ben Foster,Christian Alvart,Impact Pictures,783,10.4,20645327,33000000
Action,Ben Stiller,Ben Stiller,DreamWorks SKG,1707,9.0,188072649,92000000
Action,Ben Stiller,Brett Ratner,Universal Pictures,945,7.8,152930623,75000000
Action,Ben Stiller,Danny DeVito,Miramax Films,500,12.2,19322135,40000000
Action,Ben Stiller,Shawn Levy,Ingenious Film Partners,2949,16.7,574480841,110000000
Action,Ben Winchell,Stewart Hendler,Ingenious Media,234,6.7,6272403,10000000
Action,Benedict Cumberbatch,Scott Derrickson,Walt Disney Pictures,5880,43.8,677718395,165000000
Action,Benicio del Toro,Christopher McQuarrie,Unknown,106,6.0,19125401,8500000
Action,Benjamin Bratt,John Dahl,Lawrence Bender Productions,91,15.0,10166502,80000000
Action,Benjamin Walker,Timur Bekmambetov,Twentieth Century Fox Film Corporation,1297,7.9,112265139,69000000
Action,Bill Murray,Ivan Reitman,Columbia Pictures Industries,253,11.3,85300000,10000000
Action,Bill Nighy,Jonathan Lynn,Matador Pictures,218,6.7,3453043,8000000
Action,Billy Campbell,Joe Johnston,Walt Disney Pictures,265,10.5,62000000,42000000
Action,Billy Crystal,Ron Underwood,Columbia Pictures,232,7.3,179033791,27000000
Action,Birce Akalay,Levent Semerci,Creavidi,24,1.3,13500000,2000000
Action,Brad Pitt,Andrew Dominik,Plan B Entertainment,792,10.1,14711793,30000000
Action,Brad Pitt,Gore Verbinski,DreamWorks SKG,453,10.0,147845033,57000000
Action,Brad Pitt,Marc Forster,Paramount Pictures,5683,26.1,531865000,200000000
Action,Brad Pitt,Robert Zemeckis,Paramount Pictures,1415,13.1,119520023,85000000
Action,Brady Corbet,Jonathan Frakes,Studio Canal,92,14.4,28283637,57000000
Action,Brandon Lee,Dwight H. Little,Twentieth Century Fox Film Corporation,41,3.1,14356479,10000000
Action,Brandon Routh,Kevin Munroe,Hyde Park Films,142,12.8,4634062,20000000
Action,Brendan Fraser,Eric Brevig,New Line Cinema,1353,10.4,101702060,45000000
Action,Brendan Gleeson,John Michael McDonagh,UK Film Council,378,11.3,19560274,6000000
Action,Brian Hooks,DJ Pooh,Unknown,15,0.7,9000000,6000000
Action,Britney Spears,Tamra Davis,Paramount Pictures,161,6.6,61141030,12000000
Action,Bruce Willis,Antoine Fuqua,Columbia Pictures,582,10.6,85632458,70000000
Action,Bruce Willis,Barry Levinson,Cheyenne Enterprises,307,13.1,67631903,75000000
Action,Bruce Willis,Blake Edwards,Cecchi Gori Group Tiger Cinematografica,15,1.8,4594452,16000000
Action,Bruce Willis,David Barrett,Industry Entertainment,223,11.0,4636169,20000000
Action,Bruce Willis,John McTiernan,Twentieth Century Fox Film Corporation,3050,15.9,253434811,59000000
Action,Bruce Willis,John Moore,Ingenious Media,3519,12.5,304654182,92000000
Action,Bruce Willis,Jonathan Mostow,Touchstone Pictures,1219,16.2,122444772,80000000
Action,Bruce Willis,Kevin Smith,Warner Bros.,518,14.3,55583804,30000000
Action,Bruce Willis,Len Wiseman,Ingenious Film Partners,2122,14.9,383531464,110000000
Action,Bruce Willis,Max Adams,Herrick Entertainment,95,11.5,100659,10500000
Action,Bruce Willis,Michael Bay,Jerry Bruckheimer Films,2540,13.2,553799566,140000000
Action,Bruce Willis,Michael Caton-Jones,Universal Pictures,536,11.1,159330280,60000000
Action,Bruce Willis,Michael Lehmann,TriStar Pictures,275,9.8,17218080,65000000
Action,Bruce Willis,Renny Harlin,Twentieth Century Fox Film Corporation,1920,18.8,240031094,70000000
Action,Bruce Willis,Richard Donner,Donners' Company,675,11.9,65664721,55000000
Action,Bruce Willis,Robert Schwentke,DC Comics,2858,12.6,71664962,58000000
Action,Bruce Willis,Tony Scott,Geffen Pictures,502,10.6,59509925,29000000
Action,Bruce Willis,Walter Hill,New Line Cinema,263,11.8,47267001,67000000
Action,C. Thomas Howell,Robert Harmon,Silver Screen Partners,192,5.6,5844868,6000000
Action,Caitlin Stasey,Stuart Beattie,Omnilab Media,195,5.0,16504936,27000000
Action,Cameron Diaz,McG,Columbia Pictures,1092,8.8,261640666,106000000
Action,Carl Weathers,Craig R. Baxley,Silver Pictures,51,14.1,20256975,7000000
Action,Carlos Gallardo,Robert Rodriguez,Columbia Pictures,243,10.0,2040920,220000
Action,Casey Affleck,John Hillcoat,Worldview Entertainment,812,12.9,12639297,20000000
Action,Catherine Deneuve,Peter Hyams,Crystal Sky Worldwide,56,4.3,27053815,40000000
Action,Catherine Zeta-Jones,Rob Marshall,Miramax Films,695,13.3,306776732,45000000
Action,Cedric the Entertainer,Les Mayfield,New Line Cinema,78,11.1,10337477,20000000
Action,Channing Tatum,Phil Lord,Columbia Pictures,4151,11.3,201585328,42000000
Action,Channing Tatum,Roland Emmerich,Columbia Pictures,1910,9.9,205366737,150000000
Action,Charles Bronson,Allan A. Goldstein,21st Century Film Corporation,46,3.6,1702394,5000000
Action,Charles Bronson,Michael Winner,Cannon Films,74,8.0,45000000,2000000
Action,Charles Bronson,Michael Winner,Cannon Group,68,12.8,16945171,9000000
Action,Charlie Hunnam,Guy Ritchie,Village Roadshow Pictures,1506,44.3,146175066,175000000
Action,Charlie Hunnam,James Gray,Plan B Entertainment,598,21.8,8574339,30000000
Action,Charlie Sheen,David Twohy,Live Entertainment,200,6.5,14048372,25000000
Action,Charlie Sheen,Deran Sarafian,Hollywood Pictures,82,8.0,16478900,50000000
Action,Charlie Sheen,George P. Cosmatos,Hollywood Pictures,12,3.7,2154540,45000000
Action,Charlie Sheen,Jim Abrahams,Twentieth Century Fox Film Corporation,526,12.3,157424494,25500000
Action,Charlie Sheen,Stephen Herek,Walt Disney Pictures,219,6.3,53898845,30000000
Action,Charlize Theron,David Leitch,Denver and Delilah Productions,748,14.5,90007945,30000000
Action,Charlize Theron,Karyn Kusama,Paramount Pictures,717,12.2,52304001,62000000
Action,Charlize Theron,Luis Mandoki,Senator Film Produktion,140,5.8,6916869,30000000
Action,Chen Kun,Wuershan,Beijing Enlight Pictures,71,4.2,278300000,37000000
Action,Choi Min-sik,Park Hoon-Jung,Next Entertainment World,17,3.4,11083449,5000
Action,Chow Yun-fat,Antoine Fuqua,Columbia Pictures Corporation,128,9.4,19204929,30000000
Action,Chris Brown,John Luessenhop,Rainforest Films,399,7.0,69055695,32000000
Action,Chris Evans,Anthony Russo,Marvel Studios,5881,18.7,714766572,170000000
Action,Chris Evans,Bong Joon-ho,CJ Entertainment,2910,14.1,86758912,39200000
Action,Chris Evans,David R. Ellis,New Line Cinema,548,5.9,56422687,25000000
Action,Chris Evans,Joe Johnston,Paramount Pictures,7174,19.3,370569774,140000000
Action,Chris Hemsworth,Alan Taylor,Marvel Studios,4873,34.9,644571402,170000000
Action,Chris Hemsworth,Cedric Nicolas-Troyan,Universal Pictures,1575,17.3,164602163,115000000
Action,Chris Kattan,Rob Pritts,Robert Simonds Productions,54,4.9,23978402,11000000
Action,Chris O'Donnell,Martin Campbell,Columbia Pictures Corporation,287,6.5,215663859,75000000
Action,Chris Pine,Craig Gillespie,Walt Disney Pictures,597,10.4,52099090,80000000
Action,Chris Pine,J.J. Abrams,Paramount Pictures,4479,15.8,467365246,190000000
Action,Chris Pine,Justin Lin,Paramount Pictures,2636,20.7,343471816,185000000
Action,Chris Pine,Kenneth Branagh,Paramount Pictures,1194,11.2,50549107,60000000
Action,Chris Pratt,Colin Trevorrow,Universal Studios,8842,32.8,1513528810,150000000
Action,Chris Pratt,James Gunn,Marvel Studios,10014,53.3,773328629,170000000
Action,Chris Pratt,James Gunn,Walt Disney Pictures,4858,185.3,863416141,200000000
Action,Chris Tucker,Brett Ratner,New Line Cinema,940,9.0,302674018,115000000
Action,"Chris Warren, Jr.",Gina Prince-Bythewood,40 Acres & A Mule Filmworks,93,5.7,27728118,20000000
Action,Christian Bale,Christopher Nolan,DC Comics,7511,28.5,374218673,150000000
Action,Christian Bale,Christopher Nolan,Legendary Pictures,9263,20.6,1084939099,250000000
Action,Christian Bale,Kurt Wimmer,Dimension Films,1584,12.7,5359645,20000000
Action,Christian Bale,McG,Columbia Pictures,2496,16.5,371353001,200000000
Action,Christian Slater,Tony Scott,Davis-Films,762,17.2,12281551,12500000
Action,Christian Slater,Uwe Boll,Boll Kino Beteiligungs GmbH & Co. KG,174,5.9,10442808,20000000
Action,Christopher Gorham,Mitch Davis,3Mark Entertainment,14,1.8,4720371,7000000
Action,Christopher Lambert,Andrew Morahan,Trans-Film,110,6.9,36800000,26000000
Action,Christopher Lambert,Douglas Aarniokoski,Davis-Panzer Productions,107,11.4,15843608,25000000
Action,Christopher Lambert,Graham Baker,CTV International,52,7.7,1531251,20000000
Action,Christopher Lambert,Paul W.S. Anderson,New Line Cinema,452,10.9,122195920,18000000
Action,Christopher Lambert,Russell Mulcahy,Lamb Bear Entertainment,213,8.0,15556340,30000000
Action,Christopher Lambert,Stuart Gordon,Village Roadshow Pictures,171,6.0,6739141,8000000
Action,Christopher Lloyd,William A. Fraker,ITC Entertainment,14,1.4,2945600,18000000
Action,Christopher Plummer,Shane Acker,Focus Films,1291,18.5,48428063,30000000
Action,Christopher Reeve,Sidney J. Furie,Cannon Films,327,8.0,19300000,17000000
Action,Chuck Norris,Aaron Norris,Unknown,26,1.6,5093707,6000000
Action,Chuck Norris,Joseph Zito,Cannon Group,107,6.2,22812411,1500000
Action,Chuck Norris,Lance Hool,Golan-Globus Productions,65,9.1,10755447,2410000
Action,Chuck Norris,Michael Miller,Columbia Pictures Corporation,22,1.8,10500000,4500000
Action,Chuck Norris,Steve Carver,1818,67,5.8,12232628,5000000
Action,Claire Danes,Scott Silver,Metro-Goldwyn-Mayer (MGM),37,3.8,13260050,50000000
Action,Clint Eastwood,Clint Eastwood,Malpaso Productions,202,7.8,32178946,12500000
Action,Clint Eastwood,Clint Eastwood,Village Roadshow Pictures,407,7.5,128884132,65000000
Action,Clint Eastwood,Clint Eastwood,Warner Bros.,210,9.7,67642693,22000000
Action,Clint Eastwood,Richard Benjamin,Warner Bros.,49,12.9,38348988,25000000
Action,Clint Eastwood,Wolfgang Petersen,Castle Rock Entertainment,392,12.6,176997168,40000000
Action,Clive Owen,Michael Davis,New Line Cinema,589,7.3,26820641,39000000
Action,Cole Hauser,Bruce Hunt,Lakeshore Entertainment,204,8.1,15007991,30000000
Action,Cole Hauser,Paul Abascal,Icon Productions,52,12.6,16605763,20000000
Action,Colin Farrell,Len Wiseman,Columbia Pictures,2540,16.4,198802074,125000000
Action,Colin Farrell,Les Mayfield,Morgan Creek Productions,56,10.9,13678913,35000000
Action,Colin Firth,Doug Lefler,Ingenious Film Partners,210,8.9,25303038,67000000
Action,Columbus Short,Nimród Antal,Screen Gems,211,10.0,22942221,20000000
Action,Craig Sheffer,Clive Barker,Seraphim Films,106,6.4,8862354,11000000
Action,Craig T. Nelson,Brad Bird,Walt Disney Pictures,5290,22.2,631442092,92000000
Action,Cuba Gooding Jr.,Hugh Johnson,Warner Bros.,30,3.1,11263966,70000000
Action,Cyril Raffaelli,Patrick Alessandrin,Sofica Europacorp,323,9.1,8786375,15000000
Action,DMX,Ernest R. Dickerson,ContentFilm,34,6.2,5923000,3000000
Action,Dacre Montgomery,Dean Israelite,Lionsgate,1321,23.2,142337240,100000000
Action,Daisy Ridley,J.J. Abrams,Lucasfilm,7993,31.6,2068223624,245000000
Action,Dakota Fanning,Paul McGuigan,Icon Productions,671,11.6,45465299,38000000
Action,Damon Wayans,Ernest R. Dickerson,Universal Pictures,164,7.9,22611954,25000000
Action,Dan Aykroyd,Tom Mankiewicz,Universal Pictures,139,7.9,66673516,20000000
Action,Daniel Craig,Christian Volckman,Onyx Films,78,9.7,1831348,18000000
Action,Daniel Craig,Edward Zwick,Paramount Vantage,580,14.0,51155219,32000000
Action,Daniel Craig,Jon Favreau,Imagine Entertainment,2054,11.0,174822325,163000000
Action,Daniel Craig,Sam Mendes,Columbia Pictures,6135,22.6,994617811,222500000
Action,Daniel Day-Lewis,Michael Mann,Morgan Creek Productions,747,15.2,75505856,40000000
Action,Danila Kozlovsky,Aleksey Andrianov,Three T Productions,10,1.8,4588176,6000000
Action,Danny Trejo,Robert Rodriguez,Dune Entertainment,1171,7.1,31327899,20000000
Action,Danny Trejo,Robert Rodriguez,Open Road Films,642,9.3,15008161,12000000
Action,Dany Boon,Jean-Pierre Jeunet,France 2 Cinéma,150,5.3,14000000,33000000
Action,David Arquette,Brian Robbins,Bel Air Entertainment,51,3.7,12372410,24000000
Action,David Belle,Pierre Morel,Canal Plus,572,7.6,9584131,12000000
Action,David Boreanaz,Dave Bullock,Warner Bros. Entertainment,115,7.0,5231128,3500000
Action,David Caruso,William Friedkin,Paramount Pictures,45,11.4,9851610,50000000
Action,David Duchovny,Ivan Reitman,DreamWorks SKG,650,5.4,98376292,80000000
Action,David Johansen,Bill Fishman,Orion Pictures,5,1.1,1238080,10700000
Action,David Rasche,John Schlesinger,Unknown,0,0.4,939423,24000000
Action,Debi Derryberry,John A. Davis,Nickelodeon Movies,235,7.3,80936232,25000000
Action,Dee Wallace,Stephen Herek,New Line Cinema,221,10.1,13167232,2000000
Action,Demi Moore,Ridley Scott,Caravan Pictures,404,9.4,48169156,50000000
Action,Denis Nikiforov,Anton Megerdichev,Central Partnership,5,0.5,11171900,6000000
Action,Dennis Quaid,Jeb Stuart,Paramount Pictures,52,3.7,6482195,37000000
Action,Dennis Quaid,John Moore,Twentieth Century Fox Film Corporation,282,15.4,21009180,45000000
Action,Dennis Quaid,Roland Emmerich,Lions Gate Films,2462,15.0,544272402,125000000
Action,Denzel Washington,Albert Hughes,Alcon Entertainment,2207,14.4,157107755,80000000
Action,Denzel Washington,Antoine Fuqua,Village Roadshow Pictures,1665,13.7,104876233,45000000
Action,Denzel Washington,Baltasar Kormákur,Universal Studios,1611,13.3,131940411,61000000
Action,Denzel Washington,Brett Leonard,Paramount Pictures,163,5.2,24048000,30000000
Action,Denzel Washington,Daniel Espinosa,Universal Pictures,1361,8.3,208076205,85000000
Action,Denzel Washington,Tony Scott,Hollywood Pictures,508,8.7,157387195,53000000
Action,Denzel Washington,Tony Scott,Jerry Bruckheimer Films,1519,14.9,180557550,75000000
Action,Denzel Washington,Tony Scott,Regency Enterprises,1583,9.6,130293714,70000000
Action,Denzel Washington,Tony Scott,Twentieth Century Fox Film Corporation,1193,12.7,167805466,100000000
Action,Devon Sawa,Christian Duguay,Paramount Pictures,28,2.9,10959475,40000000
Action,Dhanush,Vetrimaran,Sun Pictures,8,0.4,6000000,4000000
Action,Diane Kruger,Stéphane Rybojad,StudioCanal,132,5.4,10759,10000000
Action,Dolph Lundgren,Craig R. Baxley,Epic Productions,75,8.0,9229401,7000000
Action,Dolph Lundgren,Gary Goddard,Cannon Group,196,7.1,17336370,22000000
Action,Dolph Lundgren,Joseph Zito,abramoff Production,50,2.5,4192440,16000000
Action,Dolph Lundgren,Mark L. Lester,Original Pictures,99,11.5,2275557,8000000
Action,Donnie Yen,Wilson Yip,Mandarin Films Distribution Co.,534,5.5,96422376,24451404
Action,Dr. Dre,DJ Pooh,Lionsgate,26,2.5,10229331,7000000
Action,Drake Bell,Craig Mazin,Dimension Films,394,7.9,25871834,35000000
Action,Dudley Moore,Willard Huyck,Paramount Pictures,25,2.0,19265302,18000000
Action,Dustin Hoffman,Wolfgang Petersen,Kopelson Entertainment,522,13.7,189859560,50000000
Action,Dwayne Johnson,Brad Peyton,New Line Cinema,3017,20.5,470490832,110000000
Action,Dwayne Johnson,Brett Ratner,Paramount Pictures,1707,19.6,243400000,100000000
Action,Dwayne Johnson,Chuck Russell,Universal Pictures,802,9.5,165333180,60000000
Action,Dwayne Johnson,Phil Joanou,Columbia Pictures,210,5.0,41480851,30000000
Action,Dwayne Johnson,Rawson Marshall Thurber,New Line Cinema,1699,11.4,216972543,50000000
Action,Dwayne Johnson,Seth Gordon,Paramount Pictures,1829,35.6,177856751,69000000
Action,Dylan O'Brien,Wes Ball,Gotham Group,3148,41.2,311256926,61000000
Action,Dylan O'Brien,Wes Ball,Ingenious Media,5540,76.9,348319861,34000000
Action,Eddie Griffin,Malcolm D. Lee,Universal Pictures,113,5.0,41604473,25000000
Action,Eddie Murphy,Betty Thomas,Columbia Pictures Corporation,276,10.4,33561137,70000000
Action,Eddie Murphy,John Landis,Paramount Pictures,445,11.8,119208989,50000000
Action,Eddie Murphy,Martin Brest,Paramount Pictures,985,8.5,316360478,15000000
Action,Eddie Murphy,Michael Ritchie,Paramount Pictures,311,8.2,79817939,25000000
Action,Eddie Murphy,Ron Underwood,Village Roadshow Pictures,143,8.9,7103973,100000000
Action,Eddie Murphy,Thomas Carter,Caravan Pictures,136,10.5,31987563,55000000
Action,Eddie Murphy,Tony Scott,Paramount Pictures,627,9.2,299965036,20000000
Action,Edgar Ramírez,Ericson Core,Studio Babelsberg,795,7.3,133718711,105000000
Action,Elizabeth Mitchell,James DeMonaco,Universal Pictures,1356,13.2,118587880,10000000
Action,Emile Hirsch,Lilly Wachowski,Village Roadshow Pictures,359,7.1,93945766,120000000
Action,Emilio Estevez,Stephen King,De Laurentiis Entertainment Group (DEG),170,6.6,7433663,10000000
Action,Emily Blunt,Denis Villeneuve,Lionsgate,2465,19.5,84025816,30000000
Action,Emily Browning,Zack Snyder,Legendary Pictures,1661,13.8,89792502,82000000
Action,Emma Roberts,Noel Clarke,Unstoppable Entertainment,63,5.8,1163967,4600000
Action,Eric Roberts,Brian Grant,Nu Image Films,5,0.8,83,50
Action,Eric Stoltz,Roger Avary,Live Entertainment,111,4.9,418961,1500000
Action,Ethan Hawke,Courtney Solomon,Dark Castle Entertainment,248,13.2,10501938,18000000
Action,Ethan Hawke,Frank Marshall,Paramount Pictures,383,8.7,36733909,32000000
Action,Evan Glodell,Evan Glodell,Coatwolf Productions,54,7.8,101236,17000
Action,Evan Rachel Wood,Aristomenis Tsirbas,MeniThings LLC,98,6.7,6101046,4000000
Action,Ewan McGregor,Michael Bay,DreamWorks SKG,1813,11.4,162949164,126000000
Action,Felicity Jones,Gareth Edwards,Lucasfilm,5111,36.6,1056057273,200000000
Action,Fernando Alves Pinto,Afonso Poyart,Telecine,39,2.3,1620436,2000000
Action,Fernando Colunga,Joe Menendez,Narrow Bridge Films,4,1.0,6,4002313
Action,Fionn Whitehead,Christopher Nolan,Canal+,2712,30.9,519876949,100000000
Action,Franka Potente,Tom Tykwer,X-Filme Creative Pool,672,7.8,7267585,1530000
Action,Frankie Muniz,Harald Zwart,Splendid Pictures,289,10.4,58795814,28000000
Action,Fred Williamson,Larry Cohen,Po' Boy Productions,5,0.3,3014000,4800000
Action,Gabriel Macht,Frank Miller,DC Comics,323,5.8,39031337,60000000
Action,Gal Gadot,Patty Jenkins,Dune Entertainment,5025,294.3,820580447,149000000
Action,Gary Busey,Steve Carver,Bulletproof Productions,4,0.2,807947,5000000
Action,Gary Oldman,Peter Medak,Working Title Films,36,9.8,3275585,11500000
Action,Geena Davis,Renny Harlin,Le Studio Canal+,137,7.3,10017322,98000000
Action,Gene Hackman,Bob Clark,TriStar Pictures,20,2.0,5585154,1500000
Action,Gene Hackman,Richard Lester,Warner Bros.,642,10.3,190458706,54000000
Action,George Clooney,David O. Russell,Village Roadshow Pictures,709,12.3,108000000,75000000
Action,George Clooney,Joel Coen,Universal Pictures,1144,12.4,71868327,26000000
Action,George Clooney,Joel Schumacher,PolyGram Filmed Entertainment,1447,17.0,238207122,125000000
Action,Gerard Butler,Andy Tennant,Columbia Pictures,878,6.7,136000000,40000000
Action,Gerard Butler,Antoine Fuqua,Nu Image Films,3010,11.0,161025640,70000000
Action,Gerard Butler,Babak Najafi,Millennium Films,1656,15.0,205754447,60000000
Action,Gerard Butler,Brian Taylor,Lakeshore Entertainment,778,9.7,40828540,50000000
Action,Gerard Butler,Marc Forster,Mpower Pictures,292,5.9,2527904,30000000
Action,Gerard Butler,Zack Snyder,Virtual Studios,5092,18.1,422610419,65000000
Action,Gina Carano,Steven Soderbergh,Irish Film Board,508,9.6,33372606,23000000
Action,Gong Yoo, Yeon Sang-Ho,NEW,984,22.7,2129768,8820000
Action,Grigoriy Dobrygin,Dmitriy Kiselev,Bazelevs Production,33,3.9,21500000,15000000
Action,Guy Pearce,John Hillcoat,Autonomous,221,9.4,5048693,2000000
Action,Guy Pearce,Stephen St. Leger,Canal+,722,8.8,32204030,20000000
Action,Gérard Depardieu,Ridley Scott,Paramount Pictures,180,11.6,7191399,47000000
Action,Ha Jung-woo,Ryoo Seung-wan,CJ Entertainment,56,7.5,48965210,9000000
Action,Halle Berry,Pitof,Village Roadshow Pictures,833,13.3,82102379,100000000
Action,Harrison Ford,Ivan Reitman,Caravan Pictures,343,18.3,164000000,70000000
Action,Harrison Ford,Phillip Noyce,Paramount Pictures,390,7.5,215887717,62000000
Action,Harrison Ford,Ron Shelton,Columbia Pictures,172,11.1,51142659,75000000
Action,Harrison Ford,Wolfgang Petersen,Columbia Pictures Corporation,859,12.2,315156409,85000000
Action,Harvey Keitel,Shim Hyung-Rae,Unknown,7,1.2,16700000,13400000
Action,Helen Hunt,Jan de Bont,Universal Pictures,966,8.7,494471524,92000000
Action,Henry Cavill,Mabrouk El Mechri,Summit Entertainment,277,11.1,16863583,20000000
Action,Henry Cavill,Zack Snyder,Legendary Pictures,6462,18.5,662845518,225000000
Action,Hiroki Hasegawa,Hideaki Anno,Cine Bazar,152,9.3,77000000,15000000
